metagenome	source	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4572530.3	GenBank	ACR_tran, AcrB/AcrD/AcrF membrane proteins family	1	-19	98.04	51	1	
4572530.3	GenBank	ACSS3 protein	1	-13	77.08	48	1	
4572530.3	GenBank	ACVR1 activin A receptor, type I	1	-12	100	33	1	
4572530.3	GenBank	AD030	1	-12	79.49	39	1	
4572530.3	GenBank	AD033	1	-12	79.49	39	1	
4572530.3	GenBank	AD24	5	-7	88.14	30.8	1	
4572530.3	GenBank	ADAM metallopeptidase domain 10, isoform CRA_b	2	-20	100	45	1	
4572530.3	GenBank	ADAM metallopeptidase with thrombospondin type 1 motif, 1	2	-16.5	75.95	51	1	
4572530.3	GenBank	ADAM metallopeptidase with thrombospondin type 1 motif, 15	1	-25	75.71	70	1	
4572530.3	GenBank	ADAM metallopeptidase with thrombospondin type 1 motif, 16	1	-8	72.73	33	1	
4572530.3	GenBank	ADAM metallopeptidase with thrombospondin type 1 motif, 17	1	-12	78.26	46	1	
4572530.3	GenBank	ADAM metallopeptidase with thrombospondin type 1 motif, 2, isoform CRA_b	1	-6	96	25	1	
4572530.3	GenBank	ADAM metallopeptidase with thrombospondin type 1 motif, 6	4	-6.75	91.558	27.25	1	
4572530.3	GenBank	ADAM metallopeptidase with thrombospondin type 1 motif, 9	1	-6	88.46	26	1	
4572530.3	GenBank	ADAM10	2	-20	100	45	1	
4572530.3	GenBank	ADAMTS-like 2	2	-11	75.68	37	1	
4572530.3	GenBank	ADAMTS1 protein	2	-16.5	75.95	51	1	
4572530.3	GenBank	ADAMTS16 precursor	1	-8	72.73	33	1	
4572530.3	GenBank	ADP compounds hydrolase NudE	2	-17	91.84	49	1	
4572530.3	GenBank	ADP receptor-like GPCR	1	-29	69.51	82	1	
4572530.3	GenBank	ADP receptor-like GPCR type 1b	1	-12	84.62	39	1	
4572530.3	GenBank	ADP ribosylation factor 1	1	-6	92.86	28	1	
4572530.3	GenBank	ADP ribosylation factor 79F	2	-8	96.15	26	1	
4572530.3	GenBank	ADP ribosylation factor 79F, isoform A	2	-8	96.15	26	1	
4572530.3	GenBank	ADP ribosylation factor 79F, isoform B	2	-8	96.15	26	1	
4572530.3	GenBank	ADP ribosylation factor 79F, isoform C	2	-8	96.15	26	1	
4572530.3	GenBank	ADP ribosylation factor 79F, isoform E	2	-8	96.15	26	1	
4572530.3	GenBank	ADP ribosylation factor 79F, isoform F	2	-8	96.15	26	1	
4572530.3	GenBank	ADP ribosylation factor 79F, isoform H	2	-8	96.15	26	1	
4572530.3	GenBank	ADP ribosylation factor 79F, isoform I	2	-8	96.15	26	1	
4572530.3	GenBank	ADP-L-glycero-D-mannoheptose-6-epimerase	2	-27.5	96.72	61	1	
4572530.3	GenBank	ADP-dependent glucokinase	2	-31	82.78	76.5	1	
4572530.3	GenBank	ADP-heptose--lipooligosaccharide heptosyltransferase II	1	-49	77.59	116	1	
4572530.3	GenBank	ADP-heptose:LPS heptosyltransferase II	2	-33.5	73.62	87	2	
4572530.3	GenBank	ADP-ribose pyrophosphatase	3	-26.333	80.183	70.667	2	
4572530.3	GenBank	ADP-ribosylation factor	4	-11.5	89.028	39.25	2	
4572530.3	GenBank	ADP-ribosylation factor (ARF1)	3	-11	90.797	38	1	
4572530.3	GenBank	ADP-ribosylation factor 1	5	-9.8	92.938	33.2	2	
4572530.3	GenBank	ADP-ribosylation factor 1, isoform CRA_a	3	-11	90.797	38	1	
4572530.3	GenBank	ADP-ribosylation factor 1, isoform CRA_b	3	-11	90.797	38	1	
4572530.3	GenBank	ADP-ribosylation factor 1, isoform CRA_e	1	-11	86.11	36	1	
4572530.3	GenBank	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited) (predicted), isoform CRA_a	6	-10.667	96.18	33	1	
4572530.3	GenBank	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited), isoform CRA_a	3	-14.333	93.94	38.333	1	
4572530.3	GenBank	ADP-ribosylation factor interacting protein 1 (arfaptin 1)	2	-6	89.66	29	1	
4572530.3	GenBank	ADP-ribosylation factor interacting protein 2b	3	-23	97.64	55	1	
4572530.3	GenBank	ADP-ribosylation factor protein 1	3	-11	90.797	38	1	
4572530.3	GenBank	ADP-ribosylation factor-binding protein GGA1	4	-6	93.453	27	2	
4572530.3	GenBank	ADP-ribosylation factor-like 11	2	-9.5	72.01	44.5	1	
4572530.3	GenBank	ADP-ribosylation factor-like 13A	3	-10.667	81.643	41.667	1	
4572530.3	GenBank	ADP-ribosylation factor-like 2 protein-like protein	1	-20	88.46	52	1	
4572530.3	GenBank	ADP-ribosylation factor-like 4A	2	-41	87.055	92.5	2	
4572530.3	GenBank	ADP-ribosylation factor-like 4A, isoform CRA_b	1	-38	81.72	93	1	
4572530.3	GenBank	ADP-ribosylation factor-like 4C	1	-60	100	112	1	
4572530.3	GenBank	ADP-ribosylation factor-like 4C protein	1	-60	100	112	1	
4572530.3	GenBank	ADP-ribosylation factor-like 4C, isoform CRA_a	1	-60	100	112	1	
4572530.3	GenBank	ADP-ribosylation factor-like 4Ca	2	-12	94.74	38	1	
4572530.3	GenBank	ADP-ribosylation factor-like 4D	1	-17	97.62	42	1	
4572530.3	GenBank	ADP-ribosylation factor-like 5A	1	-19	100	44	1	
4572530.3	GenBank	ADP-ribosylation factor-like 5B	1	-9	91.43	35	1	
4572530.3	GenBank	ADP-ribosylation factor-like 7	1	-60	100	112	1	
4572530.3	GenBank	ADP-ribosylation factor-like 8	1	-6	96.43	28	1	
4572530.3	GenBank	ADP-ribosylation factor-like 8A	2	-5.5	97.825	25	1	
4572530.3	GenBank	ADP-ribosylation factor-like 8A, isoform CRA_a	2	-5.5	97.825	25	1	
4572530.3	GenBank	ADP-ribosylation factor-like 8Ba	1	-13	100	36	1	
4572530.3	GenBank	ADP-ribosylation factor-like protein 2	5	-8	92.864	29	2	
4572530.3	GenBank	ADP-ribosylation factor-like protein 4	1	-38	81.72	93	1	
4572530.3	GenBank	ADP-ribosylation factor-like protein 4A	1	-38	81.72	93	1	
4572530.3	GenBank	ADP-ribosylation factor-like protein 4D	2	-12	85	40	1	
4572530.3	GenBank	ADP-ribosylation factor-like protein 5B	1	-9	91.43	35	1	
4572530.3	GenBank	ADP-ribosylation factor-like protein 6	2	-8	87.545	33.5	2	
4572530.3	GenBank	ADP-ribosylation factor-like protein 7	1	-60	100	112	1	
4572530.3	GenBank	ADP-ribosylation-like factor 8	1	-9	91.43	35	1	
4572530.3	GenBank	ADP-ribosylhydrolase like 1	2	-18	78.48	57	2	
4572530.3	GenBank	ADP-ribosylhydrolase like 2	1	-13	69.81	53	1	
4572530.3	GenBank	ADP-sugar pyrophosphatase	2	-11	92.975	35	1	
4572530.3	GenBank	AELR2766	1	-14	85.11	47	1	
4572530.3	GenBank	AF4/FMR2 family member 3 isoform 2-like	2	-16	97.56	41	1	
4572530.3	GenBank	AFG3 ATPase family gene 3-like 2 (yeast)	2	-15	84.265	44.5	1	
4572530.3	GenBank	AFG3(ATPase family gene 3)-like 1 (yeast)	2	-17	87.5	48	1	
4572530.3	GenBank	AFG3-like protein 2	2	-15	84.265	44.5	1	
4572530.3	GenBank	AGAP000050-PA	3	-5	91.987	20.667	1	
4572530.3	GenBank	AGAP000070-PA	1	-25	94.83	58	1	
4572530.3	GenBank	AGAP000254-PA	1	-33	91.43	70	1	
4572530.3	GenBank	AGAP000565-PA	1	-7	83.87	31	1	
4572530.3	GenBank	AGAP000885-PA	1	-9	63.83	47	1	
4572530.3	GenBank	AGAP001519-PA	1	-6	96.3	27	1	
4572530.3	GenBank	AGAP001747-PA	1	-8	100	26	1	
4572530.3	GenBank	AGAP002015-PA	1	-16	100	40	1	
4572530.3	GenBank	AGAP002409-PA	2	-7	89.09	27.5	1	
4572530.3	GenBank	AGAP003114-PA	1	-40	100	76	1	
4572530.3	GenBank	AGAP003663-PA	2	-5.5	78.405	32.5	1	
4572530.3	GenBank	AGAP004469-PA	1	-5	80.77	26	1	
4572530.3	GenBank	AGAP004504-PA	1	-5	83.33	24	1	
4572530.3	GenBank	AGAP004554-PA	1	-12	89.47	38	1	
4572530.3	GenBank	AGAP006890-PA	6	-30.167	97.238	65	1	
4572530.3	GenBank	AGAP006890-PB	6	-30.167	97.238	65	1	
4572530.3	GenBank	AGAP006937-PA	1	-5	83.33	24	1	
4572530.3	GenBank	AGAP006937-PB	1	-5	83.33	24	1	
4572530.3	GenBank	AGAP006937-PC	1	-5	83.33	24	1	
4572530.3	GenBank	AGAP009568-PA	1	-18	71.43	56	1	
4572530.3	GenBank	AGAP009961-PA	3	-5	88.153	25.333	1	
4572530.3	GenBank	AGAP010090-PA	1	-5	95.45	22	1	
4572530.3	GenBank	AGAP012001-PA	1	-12	81.4	43	1	
4572530.3	GenBank	AGAP012014-PA	2	-8	96.15	26	1	
4572530.3	GenBank	AGAP012196-PA	1	-13	100	37	1	
4572530.3	GenBank	AGAP012197-PA	1	-13	100	37	1	
4572530.3	GenBank	AGAP012249-PA	1	-6	96	25	1	
4572530.3	GenBank	AGAP012422-PA	2	-12	97.145	33.5	1	
4572530.3	GenBank	AGAP1 protein	4	-12	80.97	42.5	1	
4572530.3	GenBank	AGGF1 protein	1	-7	89.29	28	1	
4572530.3	GenBank	AHCYL1 protein	1	-10	84.21	38	1	
4572530.3	GenBank	AHNAK nucleoprotein	1	-8	65.85	41	1	
4572530.3	GenBank	AHNAK nucleoprotein isoform 1	20	-42.35	89.651	91.75	1	
4572530.3	GenBank	AI848100 protein	1	-7	84.85	33	1	
4572530.3	GenBank	AIDA-1b	2	-7.5	82.575	29	1	
4572530.3	GenBank	AIR synthase related protein domain protein	2	-12	64	50	1	
4572530.3	GenBank	AK025355-like	1	-24	68.92	74	1	
4572530.3	GenBank	AK027570-like protein	1	-12	72.73	44	1	
4572530.3	GenBank	AKAP 220	1	-9	64.44	45	1	
4572530.3	GenBank	ALDH3A2 protein	1	-7	75	36	1	
4572530.3	GenBank	ALR-like protein	4	-14	89.47	43	1	
4572530.3	GenBank	ALX	1	-8	96.77	31	1	
4572530.3	GenBank	AMBP protein precursor	1	-16	76.09	46	1	
4572530.3	GenBank	AMP deaminase 3	2	-21	92.55	50.5	1	
4572530.3	GenBank	AMP-activated protein kinase alpha subunit isoform 1a	1	-19	91.84	49	1	
4572530.3	GenBank	AMP-activated protein kinase gamma subunit	1	-6	92.59	27	1	
4572530.3	GenBank	AMP-dependent synthetase and ligase	1	-52	86.84	114	1	
4572530.3	GenBank	AMPA glutamate receptor subunit 1a long Flip isoform	1	-25	93.22	59	1	
4572530.3	GenBank	AMPA receptor subunit 2b	1	-20	97.87	47	1	
4572530.3	GenBank	AMPA receptor subunit GluR1A	1	-12	97.06	34	1	
4572530.3	GenBank	AMPA receptor subunit GluR3A	3	-31.333	97.95	66.333	1	
4572530.3	GenBank	AMPA receptor subunit GluR3B	3	-23.667	94.777	56.333	1	
4572530.3	GenBank	AMPA receptor subunit GluR4A	1	-15	97.37	38	1	
4572530.3	GenBank	AMPA receptor subunit GluR4B	3	-31.333	98.81	66	1	
4572530.3	GenBank	AMSH-like protease	1	-6	67.65	34	1	
4572530.3	GenBank	AN1-type zinc finger protein 1	2	-20	86.635	52.5	1	
4572530.3	GenBank	ANGPT2 protein	1	-15	87.8	41	1	
4572530.3	GenBank	ANGPTL5	1	-9	60.47	43	1	
4572530.3	GenBank	ANK2 protein	2	-5	66.67	30	1	
4572530.3	GenBank	ANKRD50 protein	1	-11	68.18	44	1	
4572530.3	GenBank	AP-1 complex subunit mu-1	2	-13	85.905	39.5	1	
4572530.3	GenBank	AP-1 complex subunit mu-2	1	-10	97.14	35	1	
4572530.3	GenBank	AP-1 complex subunit sigma-3	1	-24	91.23	57	1	
4572530.3	GenBank	AP-3 complex sigma3B subunit	1	-10	91.18	34	1	
4572530.3	GenBank	AP-3 complex subunit beta 1-like protein	1	-6	63.64	44	1	
4572530.3	GenBank	AP-3 complex subunit beta-1	2	-8.5	90.94	33.5	2	
4572530.3	GenBank	AP-3 complex subunit sigma-2	2	-9.5	100	31	1	
4572530.3	GenBank	AP2 associated kinase 1	1	-16	97.5	40	1	
4572530.3	GenBank	APG3 autophagy 3-like	1	-14	90	40	1	
4572530.3	GenBank	APOBEC-1 complementation factor 45 kDa variant	1	-14	90.48	42	1	
4572530.3	GenBank	ARF1 protein	3	-11	90.797	38	1	
4572530.3	GenBank	ARL4C protein	1	-60	100	112	1	
4572530.3	GenBank	ARNT protein	1	-5	95.65	23	1	
4572530.3	GenBank	ARP2 actin-related protein 2 homolog (yeast)	4	-6.5	99.108	26.25	1	
4572530.3	GenBank	ARP2 actin-related protein 2 homolog (yeast), isoform CRA_b	4	-6.5	99.108	26.25	1	
4572530.3	GenBank	ARP3 actin-related protein 3-like protein	4	-9.25	95.12	30	1	
4572530.3	GenBank	ARP5 actin-related protein 5 homolog	2	-10	86.405	33	1	
4572530.3	GenBank	ARP5 actin-related protein 5 homolog (yeast)	1	-18	86	50	1	
4572530.3	GenBank	ARPP-19 protein	1	-12	91.43	35	1	
4572530.3	GenBank	ARSJ protein	3	-13.667	86.02	40	1	
4572530.3	GenBank	ARVCF	5	-8.8	82.786	34.8	1	
4572530.3	GenBank	ASAH2 protein	1	-8	73.53	34	1	
4572530.3	GenBank	ASC	3	-8	65.25	47	1	
4572530.3	GenBank	ASIP	3	-10.333	82.14	40	1	
4572530.3	GenBank	ASL1/Herc2 fusion protein	1	-19	75.86	58	1	
4572530.3	GenBank	ASPM	2	-11	73.06	45.5	2	
4572530.3	GenBank	AT hook containing transcription factor 1	1	-9	84.21	38	1	
4572530.3	GenBank	AT rich interactive domain 1A (Swi1 like) (predicted)	3	-15.667	95.883	41	1	
4572530.3	GenBank	AT rich interactive domain 1A-like	2	-9.5	73.73	38	1	
4572530.3	GenBank	AT rich interactive domain 2 (ARID, RFX-like)	3	-19.667	91.633	51	1	
4572530.3	GenBank	AT rich interactive domain 3A (BRIGHT- like) protein-like	3	-5.667	92.67	26.667	1	
4572530.3	GenBank	AT-less polyketide synthase	1	-5	82.14	28	1	
4572530.3	GenBank	AT-rich sequence binding protein 2	5	-17.4	92.31	47.4	1	
4572530.3	GenBank	AT25469p	1	-31	98.46	65	1	
4572530.3	GenBank	AT26363p	2	-19.5	99.265	47	1	
4572530.3	GenBank	AT4g38510/F20M13_70	1	-12	100	36	1	
4572530.3	GenBank	AT5g59690	1	-20	98	50	1	
4572530.3	GenBank	AT5g59690/mth12_90	1	-20	98	50	1	
4572530.3	GenBank	ATG16 autophagy related 16-like 1 (S. cerevisiae)	1	-14	90.48	42	1	
4572530.3	GenBank	ATG2 autophagy related 2 homolog A	2	-17	76.92	52	1	
4572530.3	GenBank	ATG5 autophagy related 5 homolog (S. cerevisiae)	1	-16	93.02	43	1	
4572530.3	GenBank	ATH1, acid trehalase-like 1 (yeast)	1	-8	83.87	31	1	
4572530.3	GenBank	ATP citrate lyase	14	-11.214	93.699	34.357	4	
4572530.3	GenBank	ATP citrate lyase, isoform CRA_b	2	-9.5	90.16	30.5	1	
4572530.3	GenBank	ATP synthase F0 subunit 6	67	-31.448	95.044	75.313	5	
4572530.3	GenBank	ATP synthase F0 subunit 8	2	-6	85.96	28.5	1	
4572530.3	GenBank	ATP synthase F1, alpha subunit	1	-7	100	27	1	
4572530.3	GenBank	ATP synthase F1, beta subunit	1	-60	99.15	118	1	
4572530.3	GenBank	ATP synthase H+ transporting mitochondrial F1 complex alpha subunit 1	2	-23	98.28	58	1	
4572530.3	GenBank	ATP synthase alpha chain	2	-49.5	96.7	103	2	
4572530.3	GenBank	ATP synthase subunit B	1	-7	92.86	28	1	
4572530.3	GenBank	ATP synthase subunit b, mitochondrial precursor	1	-12	80.95	42	1	
4572530.3	GenBank	ATP synthase subunit g, mitochondrial	3	-6.333	78.073	32.667	1	
4572530.3	GenBank	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	3	-19.667	99.1	48.333	1	
4572530.3	GenBank	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	1	-29	100	64	1	
4572530.3	GenBank	ATP synthase-coupling factor 6, mitochondrial precursor	1	-14	95.12	41	1	
4572530.3	GenBank	ATP-binding cassette protein B11	1	-23	83.08	65	1	
4572530.3	GenBank	ATP-binding cassette sub-family C member 3	2	-20.5	87.08	58	1	
4572530.3	GenBank	ATP-binding cassette sub-family C member 5	10	-13.7	85.991	43.9	1	
4572530.3	GenBank	ATP-binding cassette sub-family E member 1	2	-16	96.26	41.5	1	
4572530.3	GenBank	ATP-binding cassette sub-family F member 1	1	-5	70.97	31	1	
4572530.3	GenBank	ATP-binding cassette sub-family G member 2	3	-7	91.18	28.333	2	
4572530.3	GenBank	ATP-binding cassette subfamily C member 2	1	-20	94.12	51	1	
4572530.3	GenBank	ATP-binding cassette subfamily G member 1 transcription variant 2	1	-17	95.56	45	1	
4572530.3	GenBank	ATP-binding cassette subfamily G member 4 transporter protein	7	-21.429	94.213	53.857	1	
4572530.3	GenBank	ATP-binding cassette transporter	1	-5	64.86	37	1	
4572530.3	GenBank	ATP-binding cassette transporter 1	7	-9.714	82.851	35	1	
4572530.3	GenBank	ATP-binding cassette transporter C4	1	-8	68.29	41	1	
4572530.3	GenBank	ATP-binding cassette transporter sub-family C member 11	1	-13	85.37	41	1	
4572530.3	GenBank	ATP-binding cassette transporter sub-family G member 2b	3	-11.333	89.897	36	1	
4572530.3	GenBank	ATP-binding cassette, sub-family A (ABC1), member 2	1	-13	94.59	37	1	
4572530.3	GenBank	ATP-binding cassette, sub-family A (ABC1), member 3	1	-7	65.12	43	1	
4572530.3	GenBank	ATP-binding cassette, sub-family A (ABC1), member 4	1	-5	64.86	37	1	
4572530.3	GenBank	ATP-binding cassette, sub-family A (ABC1), member 4 (predicted), isoform CRA_b	2	-14	95.12	41	1	
4572530.3	GenBank	ATP-binding cassette, sub-family B (MDR/TAP), member 10	1	-17	77.59	58	1	
4572530.3	GenBank	ATP-binding cassette, sub-family B (MDR/TAP), member 7	2	-8	82.63	33	1	
4572530.3	GenBank	ATP-binding cassette, sub-family B, member 10-like	1	-7	69.23	39	1	
4572530.3	GenBank	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	1	-13	85.37	41	1	
4572530.3	GenBank	ATP-binding cassette, sub-family C (CFTR/MRP), member 11, isoform CRA_a	1	-13	85.37	41	1	
4572530.3	GenBank	ATP-binding cassette, sub-family C (CFTR/MRP), member 12	2	-10	86.49	37	1	
4572530.3	GenBank	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	2	-23	93.305	55	1	
4572530.3	GenBank	ATP-binding cassette, sub-family C (CFTR/MRP), member 4, isoform CRA_c	1	-8	68.29	41	1	
4572530.3	GenBank	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	2	-7.5	84.315	32.5	2	
4572530.3	GenBank	ATP-binding cassette, sub-family D (ALD), member 2	4	-19	91.085	51	2	
4572530.3	GenBank	ATP-binding cassette, sub-family D, member 2	2	-12	94.87	39	1	
4572530.3	GenBank	ATP-binding cassette, sub-family D, member 3	1	-7	81.82	33	1	
4572530.3	GenBank	ATP-binding cassette, sub-family E (OABP), member 1	1	-8	82.35	34	1	
4572530.3	GenBank	ATP-binding cassette, sub-family F (GCN20), member 1	3	-11.333	97.123	35	1	
4572530.3	GenBank	ATP-binding cassette, sub-family F (GCN20), member 3	1	-16	83.33	48	1	
4572530.3	GenBank	ATP-binding cassette, sub-family G (WHITE), member 1, isoform CRA_a	2	-17	84.91	53	1	
4572530.3	GenBank	ATP-binding cassette, sub-family G (WHITE), member 5	2	-11.5	78.255	47.5	1	
4572530.3	GenBank	ATP-binding domain 1 family member B	1	-9	80	35	1	
4572530.3	GenBank	ATP-binding domain-containing protein 3	1	-45	92.31	91	1	
4572530.3	GenBank	ATP-dependent Clp protease ATP-binding subunit ClpX	2	-82	98.68	152	1	
4572530.3	GenBank	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial precursor	1	-6	88.89	27	1	
4572530.3	GenBank	ATP-dependent Clp protease proteolytic subunit	1	-23	86.67	60	1	
4572530.3	GenBank	ATP-dependent Clp protease proteolytic subunit ClpP	2	-16	66.93	63.5	1	
4572530.3	GenBank	ATP-dependent DNA helicase	1	-10	73.33	45	1	
4572530.3	GenBank	ATP-dependent DNA helicase PcrA	2	-19	93.88	49	1	
4572530.3	GenBank	ATP-dependent DNA helicase RecG	4	-26.25	93.833	63	3	
4572530.3	GenBank	ATP-dependent DNA helicase RecQ	7	-16.714	86.113	51.286	4	
4572530.3	GenBank	ATP-dependent DNA helicase Rep	3	-26	90.927	63	3	
4572530.3	GenBank	ATP-dependent DNA helicase recG	3	-21	81.637	64.333	2	
4572530.3	GenBank	ATP-dependent RNA helicase	3	-9	91.297	33	2	
4572530.3	GenBank	ATP-dependent RNA helicase A	1	-5	86.96	23	1	
4572530.3	GenBank	ATP-dependent RNA helicase DDX18	3	-24.667	98.237	56.667	1	
4572530.3	GenBank	ATP-dependent RNA helicase DDX54	1	-11	84.21	38	1	
4572530.3	GenBank	ATP-dependent RNA helicase HrpB	1	-32	86.49	74	1	
4572530.3	GenBank	ATP-dependent RNA helicase RhlB	2	-9.5	90.16	30.5	1	
4572530.3	GenBank	ATP-dependent RNA helicase SrmB	3	-35.667	98.007	77	2	
4572530.3	GenBank	ATP-dependent Zn protease	3	-25.667	67.287	81.667	2	
4572530.3	GenBank	ATP-dependent chaperone ClpB	2	-33.5	98.665	74.5	1	
4572530.3	GenBank	ATP-dependent helicase	2	-29	99.23	63	1	
4572530.3	GenBank	ATP-dependent helicase DinG/Rad3	1	-66	100	115	1	
4572530.3	GenBank	ATP-dependent helicase HrpA	1	-77	96.45	141	1	
4572530.3	GenBank	ATP-dependent helicase HrpB	2	-44.5	78.655	107.5	2	
4572530.3	GenBank	ATP-dependent helicase, DinG family	2	-29	99.23	63	1	
4572530.3	GenBank	ATP-dependent helicase, putative	2	-29	99.23	63	1	
4572530.3	GenBank	ATP-dependent protease	2	-24.5	100	55.5	1	
4572530.3	GenBank	ATP-dependent protease HslV	1	-24	96.55	58	1	
4572530.3	GenBank	ATP-dependent protease HslVU, peptidase subunit	1	-24	96.55	58	1	
4572530.3	GenBank	ATP-dependent protease LA	1	-13	87.8	41	1	
4572530.3	GenBank	ATP-dependent protease LA-related protein	2	-26	91.8	61	1	
4572530.3	GenBank	ATP-dependent protease La Type II	1	-52	96.19	105	1	
4572530.3	GenBank	ATP-gated ionotropic P2X receptor subunit 1	1	-14	70.21	47	1	
4572530.3	GenBank	ATP-gated ionotropic P2X receptor subunit 7	1	-8	82.86	35	1	
4572530.3	GenBank	ATP-gated ionotropic receptor subunit 5	1	-6	83.87	31	1	
4572530.3	GenBank	ATP-sensitive inward rectifier potassium channel 15	3	-33.667	90.09	72.667	1	
4572530.3	GenBank	ATP-utilizing chromatin assembly factor 1	2	-7	85.19	27	1	
4572530.3	GenBank	ATP/GTP binding protein 1	2	-13	81.82	44	1	
4572530.3	GenBank	ATP10D protein	1	-5	68.75	32	1	
4572530.3	GenBank	ATP2A2 protein	1	-29	71.95	82	1	
4572530.3	GenBank	ATP8A2	1	-13	70.21	47	1	
4572530.3	GenBank	ATPase	8	-18.375	70.33	66	7	
4572530.3	GenBank	ATPase alpha subunit	1	-9	96.67	30	1	
4572530.3	GenBank	ATPase class II	2	-20	100	49	1	
4572530.3	GenBank	ATPase family AAA domain-containing protein 3	2	-9	93.44	30.5	1	
4572530.3	GenBank	ATPase family, AAA domain containing 1a	3	-11	80.007	40.667	1	
4572530.3	GenBank	ATPase family, AAA domain containing 2, isoform CRA_a	3	-11	85.087	38	1	
4572530.3	GenBank	ATPase family, AAA domain containing 3B	2	-12	95	40	1	
4572530.3	GenBank	ATPase homolog	4	-11.75	100	34.25	1	
4572530.3	GenBank	ATPase type 13A	6	-10.667	93.267	34	1	
4572530.3	GenBank	ATPase type 13A1	3	-19.667	97.407	48.667	1	
4572530.3	GenBank	ATPase, AAA family	1	-8	77.14	35	1	
4572530.3	GenBank	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	1	-12	97.14	35	1	
4572530.3	GenBank	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 like	2	-20	88.475	51	1	
4572530.3	GenBank	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 isoform 1	2	-13	94.68	38.5	1	
4572530.3	GenBank	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2, isoform CRA_b	2	-14.5	87.705	41	1	
4572530.3	GenBank	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2a	5	-15.8	81.14	48.4	1	
4572530.3	GenBank	ATPase, Ca++ transporting, plasma membrane 1, isoform CRA_b	1	-12	85.37	41	1	
4572530.3	GenBank	ATPase, Ca++ transporting, plasma membrane 1, isoform CRA_c	2	-9	91.18	34	1	
4572530.3	GenBank	ATPase, Ca++ transporting, plasma membrane 1a	2	-22.5	93.71	56	1	
4572530.3	GenBank	ATPase, Ca++ transporting, plasma membrane 3, isoform CRA_a	1	-5	100	24	1	
4572530.3	GenBank	ATPase, Ca++ transporting, plasma membrane 3-like isoform 2	1	-16	80	50	1	
4572530.3	GenBank	ATPase, Ca++ transporting, plasma membrane 4	2	-14	77.08	48	1	
4572530.3	GenBank	ATPase, Ca++ transporting, ubiquitous, isoform CRA_a	1	-15	91.11	45	1	
